qid,label,hallucination_score_manual,correctness_score_manual,semantic_similarity_manual,explanation,model,hallucination_score_auto,correctness_score_auto,completeness,relevance,regulatory_consistency,semantic_similarity_auto,category,manual_correct,auto_correct
66,correct,0,1,0.8,"GPT-4o correctly identifies that H-1B denial ends cap-gap extension and mentions exploring other options, aligning with SEVP guidance about entering grace period and needing to depart or change status.",GPT4o,0.709510173,0.290489827,0.579410536,0.73213138,0.1,0.579410536,H-1B Transition,1,0
67,incorrect,0.5,0.45,0.2,"Cap-gap ends on September 30, not October 1, and does not include 60-day extension after denial.",Claude,0.071975395,0.928024605,0.760082015,0.774069054,0.2,0.760082015,H-1B Transition,0,1
67,correct,0,1,0.95,"GPT-4o correctly states cap-gap extension lasts until October 1st and immediately terminates if petition is denied/rejected/withdrawn, precisely matching federal cap-gap timing and termination rules.",GPT4o,0.412291736,0.587708264,0.792304382,0.776854627,0.1,0.792304382,H-1B Transition,1,0
68,hallucination,0.95,0.05,0.1,Claude fabricates that travel is allowed; USCIS clearly states travel abandons change-of-status during cap-gap.,Claude,0.426079972,0.573920028,0.746444952,0.778430317,0.2,0.746444952,H-1B Transition,0,0
68,correct,0,1,0.9,"GPT-4o correctly advises travel during cap-gap is not recommended and leaving could be considered abandoning change-of-status application, accurately reflecting USCIS guidance on cap-gap travel restrictions.",GPT4o,0.415812262,0.584187738,0.780625792,0.739489026,0.2,0.780625792,H-1B Transition,1,0
69,correct,0,0.95,0.9,Accurate: premium processing only accelerates timeline and is optional.,Claude,0.32171136,0.67828864,0.705406579,0.800683721,0.1,0.705406579,H-1B Transition,1,0
69,correct,0,1,0.85,"GPT-4o correctly identifies premium processing as optional for faster adjudication (15 days vs. months) with same eligibility criteria, consistent with USCIS premium processing service description.",GPT4o,0.318053487,0.681946513,0.717599486,0.762718802,0.1,0.717599486,H-1B Transition,1,0
7,incorrect,0.5,0.5,0.2,Claude ignores the key point: USCIS does not require health insurance for F-1 students; gives irrelevant country-generic advice.,Claude,0.86210267,0.13789733,0.459657768,0.663865623,0,0.459657768,Initial F-1 Entry,0,0
7,partially_correct,0.1,0.6,0.3,"GPT-4o provides generic travel advice without addressing the F-1-specific regulatory answer that USCIS does not mandate health insurance for F-1 students, though it correctly notes some visas have insurance requirements.",GPT4o,0.502317181,0.497682819,0.492276065,0.671479432,0,0.492276065,Initial F-1 Entry,0,0
70,correct,0,0.95,0.92,Lists all required H-1B stamping documents accurately.,Claude,0.177188066,0.822811934,0.798262001,0.760442229,0,0.798262001,H-1B Transition,1,1
70,correct,0,1,0.9,"GPT-4o correctly lists required visa stamping documents (passport, I-797, DS-160, employment verification) and notes these are consular requirements, accurately reflecting DOS visa stamping procedures.",GPT4o,0.172204802,0.827795198,0.814872883,0.773285003,0,0.814872883,H-1B Transition,1,1
71,correct,0,0.9,0.88,Claude correctly states remote CPT is allowed if CPT rules are met.,Claude,0.450656255,0.549343745,0.664481859,0.664236825,0.2,0.664481859,Remote Work,1,0
71,correct,0,1,0.85,"GPT-4o correctly states remote CPT is permitted if work meets CPT requirements and employer-employee relationship is maintained, consistent with DHS guidance that remote work must be integral to curriculum.",GPT4o,0.441794927,0.558205073,0.694016909,0.689050119,0.3,0.694016909,Remote Work,1,0
72,incorrect,0.45,0.4,0.3,Claude gives general employment info; fails to mention SEVIS reporting and immigration relevance.,Claude,0.818562098,0.181437902,0.604663325,0.753683339,0,0.604663325,Remote Work,0,0
72,correct,0,1,0.8,"GPT-4o correctly states employer doesn't need to be in same state as university and mentions remote work is common, accurately reflecting the absence of geographic restrictions in USCIS CPT/OPT regulations.",GPT4o,0.819075193,0.180924807,0.60308269,0.757990274,0,0.60308269,Remote Work,1,0
73,correct,0,0.9,0.9,Accurately describes remote OPT rules with correct DHS constraints.,Claude,0.439737594,0.560262406,0.700874688,0.744948553,0.3,0.700874688,Remote Work,1,0
73,correct,0,1,0.9,"GPT-4o correctly confirms remote work is allowed on OPT if employment is related to field of study and meets USCIS requirements, accurately reflecting federal OPT employment criteria.",GPT4o,0.068570207,0.931429793,0.771449519,0.775462528,0.4,0.771449519,Remote Work,1,1
74,partially_correct,0.3,0.65,0.75,"Correct that address updates required, but mixes general USCIS rules with nonimmigrant-specific timelines.",Claude,0.344172282,0.655827718,0.630536837,0.787055041,0.1,0.630536837,Remote Work,0,0
74,correct,0,1,0.95,"GPT-4o correctly states nonimmigrants must notify USCIS of address changes within 10 days using Form AR-11 or online, precisely matching DHS legal requirements for all nonimmigrants including OPT students.",GPT4o,0.331107202,0.668892798,0.674087105,0.674882152,0.1,0.674087105,Remote Work,1,0
75,incorrect,0.5,0.4,0.2,Claude ignores OPT/S E V I S maintenance rules and gives general remote-work tax guidance.,Claude,0.494647352,0.505352648,0.517842161,0.762847412,0,0.517842161,Remote Work,0,0
75,partially_correct,0.1,0.7,0.5,"GPT-4o provides general advice about international remote work but doesn't address the F-1-specific context that USCIS doesn't regulate remote work abroad, though reentry requires proper documentation and may affect status maintenance.",GPT4o,0.485629711,0.514370289,0.54790018,0.756346637,0,0.54790018,Remote Work,0,0
76,partially_correct,0.25,0.7,0.75,Correct that the student must use reliable mailing address but incorrectly claims USCIS avoids PO boxes.,Claude,0.539167028,0.460832972,0.758332129,0.798763303,0.1,0.758332129,Remote Work,0,0
76,correct,0,1,0.9,"GPT-4o correctly advises using a reliable U.S. mailing address where you can receive mail and notes USCIS sends EAD to the address on I-765, accurately reflecting USCIS mailing requirements.",GPT4o,0.529011998,0.470988002,0.792182229,0.753093446,0.1,0.792182229,Remote Work,1,0
77,correct,0,0.9,0.88,Accurately states that remote STEM OPT is allowed with E-Verify and I-983 compliance.,Claude,0.298597397,0.701402603,0.782453121,0.756154858,0.4,0.782453121,Remote Work,1,1
77,correct,0,1,0.9,"GPT-4o correctly states remote STEM OPT jobs are allowed if employer is E-Verify enrolled, work is related to field, and training plan (I-983) requirements are met, consistent with DHS STEM OPT regulations.",GPT4o,0.295370847,0.704629153,0.793286993,0.811144728,0.3,0.793286993,Remote Work,1,1
78,correct,0,0.95,0.95,Correctly states that F-1 students must report address changes within 10 days.,Claude,0.263989719,0.736010281,0.703367605,0.655175345,0.2,0.703367605,Remote Work,1,1
78,correct,0,1,0.95,"GPT-4o correctly states F-1 students must report address changes to DSO within 10 days for SEVIS updates, precisely matching DHS mandatory reporting requirements for all F-1 students.",GPT4o,0.25086436,0.74913564,0.747001015,0.66508784,0.1,0.747001015,Remote Work,1,1
79,incorrect,0.45,0.4,0.3,Claude focuses on general employment tax rules; fails to address OPT regulatory conditions.,Claude,0.836890176,0.163109824,0.543699413,0.750373599,0,0.543699413,Remote Work,0,0
79,correct,0,1,0.8,"GPT-4o correctly confirms living in one state while working remotely in another is possible, accurately reflecting that USCIS doesn't regulate physical work location if employment meets OPT requirements.",GPT4o,0.833812269,0.166187731,0.553994118,0.772776277,0,0.553994118,Remote Work,1,0
8,partially_correct,0.25,0.7,0.75,Claude is right that SEVIS ID appears on the I-20 but incorrectly claims it appears on I-94 or USCIS notices.,Claude,0.177231346,0.822768654,0.798023475,0.760930719,0.4,0.798023475,Initial F-1 Entry,0,1
8,correct,0,1,0.95,"GPT-4o correctly identifies that the SEVIS ID is on Form I-20, begins with 'N', and is located in the upper right corner, fully aligning with SEVP regulations.",GPT4o,0.161380664,0.838619336,0.851557805,0.779558211,0.2,0.851557805,Initial F-1 Entry,1,1
80,incorrect,0.55,0.35,0.2,Claude incorrectly states remote work may jeopardize F-1 status; DHS explicitly permits remote OPT/CPT if requirements are met.,Claude,0.230869626,0.769130374,0.697101247,0.76126906,0.3,0.697101247,Remote Work,0,1
80,correct,0,1,0.85,"GPT-4o correctly explains remote work doesn't violate F-1 status if properly authorized through CPT/OPT and meets regulatory requirements, accurately reflecting DHS position that remote location doesn't affect compliance.",GPT4o,0.217796028,0.782203972,0.740679908,0.782263466,0.4,0.740679908,Remote Work,1,1
81,partially_correct,0.25,0.75,0.92,Mostly correct about multiple OPT employers but incorrectly states a 40-hour combined limit which does not exist in regulation.,Claude,0.423879025,0.576120975,0.753736583,0.795000519,0.4,0.753736583,Multiple Jobs,0,0
81,correct,0,1,0.95,"GPT-4o correctly states students can work multiple jobs on OPT if each is related to field of study and properly reported in SEVIS, accurately matching federal OPT employment regulations.",GPT4o,0.426916004,0.573083996,0.743538151,0.794744361,0.4,0.743538151,Multiple Jobs,1,0
82,correct,0,1,0.95,Accurately states that freelance consulting is allowed if related to field and properly documented.,Claude,0.068257959,0.931742041,0.772473468,0.788656914,0.5,0.772473468,Multiple Jobs,1,1
82,correct,0,1,0.9,"GPT-4o correctly states freelance consulting is permitted if related to degree and proper business licensing is maintained, consistent with USCIS self-employment rules for OPT.",GPT4o,0.067954564,0.932045436,0.773545085,0.725548052,0.2,0.773545085,Multiple Jobs,1,1
83,partially_correct,0.2,0.8,0.88,Correct that business activity requires CPT/OPT authorization but adds unnecessary sections on on-campus businesses and status change.,Claude,0.159639843,0.840360157,0.759533856,0.772730514,0.2,0.759533856,Multiple Jobs,0,1
83,correct,0,1,0.85,"GPT-4o correctly explains students can start a business only if work is authorized through OPT/CPT and related to major, accurately reflecting USCIS prohibition on unauthorized employment.",GPT4o,0.158323947,0.841676053,0.763957415,0.781838729,0.3,0.763957415,Multiple Jobs,1,1
84,partially_correct,0.2,0.8,0.9,Accurate about employer reporting but adds CPT and on-campus reporting tangents not in gold.,Claude,0.442885932,0.557114068,0.690380226,0.700233131,0.4,0.690380226,Multiple Jobs,0,0
84,correct,0,1,0.95,"GPT-4o correctly states all employers must be reported in SEVIS during OPT/STEM OPT for accurate employment reporting to maintain status, consistent with DHS requirements.",GPT4o,0.249708645,0.750291355,0.750971184,0.639547689,0.5,0.750971184,Multiple Jobs,1,1
85,incorrect,0.5,0.5,0.7,Fails to mention mandatory E-Verify and I-983; implies part-time contracting flexibility that does not meet STEM OPT rules.,Claude,0.300546269,0.699453731,0.775956881,0.803834426,0.4,0.775956881,Multiple Jobs,0,0
85,correct,0,1,0.9,"GPT-4o correctly states part-time contracting on STEM OPT requires E-Verify employer, Form I-983, and minimum 20 hours/week, accurately reflecting DHS STEM OPT regulations.",GPT4o,0.295074612,0.704925388,0.794565864,0.752896235,0.3,0.794565864,Multiple Jobs,1,1
86,incorrect,0.6,0.4,0.45,Provides generic global investment advice and ignores F-1 rules entirely.,Claude,0.804006912,0.195993088,0.653310293,0.761114204,0,0.653310293,Multiple Jobs,0,0
86,partially_correct,0.1,0.7,0.5,GPT-4o correctly confirms passive income is allowed but provides generic investment advice without addressing the F-1-specific point that USCIS doesn't consider passive investment to be employment.,GPT4o,0.813485183,0.186514817,0.621716057,0.75250337,0,0.621716057,Multiple Jobs,0,0
87,partially_correct,0.25,0.75,0.85,"Correct that co-founding is allowed only if work is authorized, but adds speculative conditions about equity vs employment.",Claude,0.45244198,0.54755802,0.658526735,0.787706477,0.2,0.658526735,Multiple Jobs,0,0
87,correct,0,1,0.9,"GPT-4o correctly states students can be co-founders but any work must be authorized through OPT and related to field, accurately reflecting USCIS prohibition on unauthorized work in own business.",GPT4o,0.449179785,0.550820215,0.669400718,0.783709923,0.2,0.669400718,Multiple Jobs,1,0
88,partially_correct,0.2,0.75,0.8,Accurately describes volunteer rules but fails to explain OPT-related volunteer constraints.,Claude,0.814688634,0.185311366,0.617684598,0.75044505,0.1,0.617684598,Multiple Jobs,0,0
88,correct,0,1,0.85,"GPT-4o correctly explains volunteering must follow labor laws and context matters, consistent with DHS requirement that unpaid volunteer work must meet labor standards when used to maintain OPT status.",GPT4o,0.812685163,0.187314837,0.62438279,0.762774966,0,0.62438279,Multiple Jobs,1,0
89,partially_correct,0.2,0.8,0.85,"Correct that paid speaking is employment, but adds speculative distinctions about frequency.",Claude,0.435741373,0.564258627,0.714195425,0.718385233,0.1,0.714195425,Multiple Jobs,0,0
89,correct,0,1,0.9,"GPT-4o correctly states paid speaking engagements count as employment and must be related to field of study, accurately reflecting OPT eligibility requirements for all employment.",GPT4o,0.43513052,0.56486948,0.716279337,0.747703549,0.2,0.716279337,Multiple Jobs,1,0
9,incorrect,0.55,0.45,0.2,Claude gives general visa work rules instead of stating clearly that F-1 students cannot work on arrival.,Claude,0.25121966,0.74878034,0.551490023,0.762072066,0.1,0.551490023,Initial F-1 Entry,0,1
9,partially_correct,0.2,0.7,0.6,"GPT-4o correctly states F-1 students can work on-campus immediately but need authorization for off-campus work, though it should clarify on-campus work is only permitted after the program start date per the gold answer.",GPT4o,0.131863795,0.868136205,0.560530915,0.776386802,0.2,0.560530915,Initial F-1 Entry,0,1
90,partially_correct,0.2,0.8,0.9,"Captures employer reporting but adds details not required by USCIS (supervisor info, hours, etc.).",Claude,0.569302099,0.430697901,0.657881891,0.770142864,0.3,0.657881891,Multiple Jobs,0,0
90,correct,0,1,0.95,"GPT-4o correctly explains reporting each employer's information to DSO for SEVIS updates through portal or direct contact, accurately reflecting federal SEVIS reporting requirements.",GPT4o,0.560296717,0.439703283,0.687899831,0.682029891,0.4,0.687899831,Multiple Jobs,1,0
91,correct,0,1,0.95,Accurate summary of 60-day grace period rules.,Claude,0.308144116,0.691855884,0.750630725,0.784348563,0.1,0.750630725,Grace Period,1,0
91,correct,0,1,0.95,"GPT-4o correctly describes 60-day grace period allowing departure, transfer, or change of status but no work, precisely matching USCIS grace period regulations.",GPT4o,0.169867758,0.830132242,0.822663029,0.7821213,0.1,0.822663029,Grace Period,1,1
92,incorrect,0.5,0.4,0.45,Does not answer F-1 grace period rules and gives generic visa advice.,Claude,0.11141031,0.88858969,0.628632299,0.639335966,0.1,0.628632299,Grace Period,0,1
92,correct,0,1,0.9,"GPT-4o correctly states students cannot reenter U.S. in F-1 status during grace period, accurately reflecting USCIS restriction that grace period is for departure or status change only.",GPT4o,0.255360298,0.744639702,0.732162504,0.730960142,0,0.732162504,Grace Period,1,1
93,correct,0,1,0.95,Accurately describes starting a new program during grace period and SEVIS transfer rules.,Claude,0.056512386,0.943487614,0.81162538,0.802857421,0.2,0.81162538,Grace Period,1,1
93,correct,0,1,0.9,"GPT-4o correctly explains students can apply for new F-1 program during grace period requiring new I-20 and SEVIS transfer, consistent with SEVP transfer procedures.",GPT4o,0.055197385,0.944802615,0.815986682,0.799008294,0.3,0.815986682,Grace Period,1,1
94,partially_correct,0.2,0.8,0.9,Correct description of grace period but adds unrelated status-change options not mentioned in gold.,Claude,0.267404174,0.732595826,0.691986087,0.738757225,0.2,0.691986087,Grace Period,0,1
94,correct,0,1,0.9,"GPT-4o correctly states if no job found before OPT ends, student enters 60-day grace period and must depart, transfer, or change status, matching SEVP requirements.",GPT4o,0.244385384,0.755614616,0.768715386,0.70984147,0.2,0.768715386,Grace Period,1,1
95,partially_correct,0.2,0.75,0.85,"Correct that F-1 to B-2 uses I-539, but Claude adds generic visa rules and unnecessary questions.",Claude,0.4177823,0.5822177,0.644429372,0.713927459,0.1,0.644429372,Grace Period,0,0
95,correct,0,1,0.95,"GPT-4o correctly explains F-1 students can change to B-2 status by filing Form I-539 before status expires with approval not guaranteed, accurately reflecting USCIS change-of-status procedures.",GPT4o,0.196447322,0.803552678,0.734031619,0.734666147,0.2,0.734031619,Grace Period,1,1
96,correct,0,1,0.9,Accurately states enrolling in a new program extends F-1 with a new I-20.,Claude,0.07104821,0.92895179,0.763172634,0.771636352,0.3,0.763172634,Grace Period,1,1
96,correct,0,1,0.95,"GPT-4o correctly states F-1 can be extended by enrolling in another program with new I-20 issued before grace period ends, consistent with SEVP program extension regulations.",GPT4o,0.058753555,0.941246445,0.804154817,0.750116522,0.4,0.804154817,Grace Period,1,1
97,incorrect,0.6,0.4,0.35,Gold clarifies marriage doesn’t affect F-1 status; Claude incorrectly implies filing I-485 during grace period is standard.,Claude,0.323184204,0.676815796,0.570824547,0.82905806,0.2,0.570824547,Grace Period,0,0
97,correct,0,1,0.85,"GPT-4o correctly explains students can marry and apply for green card during grace period through adjustment of status, accurately reflecting USCIS family-based immigration procedures.",GPT4o,0.427975062,0.572024938,0.610453497,0.819468984,0,0.610453497,Grace Period,1,0
98,correct,0,1,0.95,Gold says belongings are not regulated; Claude gives general advice without inventing immigration rules.,Claude,0.892266955,0.107733045,0.359110149,0.701407088,0.1,0.359110149,Grace Period,1,0
98,partially_correct,0,0.6,0.3,"GPT-4o provides practical advice about managing belongings but misses the immigration-specific point that USCIS doesn't regulate personal storage, only requiring lawful status maintenance during grace period.",GPT4o,0.881993838,0.118006162,0.393353873,0.7280448,0.1,0.393353873,Grace Period,0,0
99,partially_correct,0.25,0.75,0.8,Correct about general volunteer rules but fails to note no employment (paid/unpaid) is allowed after OPT ends.,Claude,0.823569094,0.176430906,0.588031512,0.684218905,0,0.588031512,Grace Period,0,0
99,correct,0,1,0.85,"GPT-4o correctly states volunteering is generally permitted during grace period but no paid or unpaid employment is authorized after OPT ends, consistent with USCIS grace period work restrictions.",GPT4o,0.805405023,0.194594977,0.648649923,0.692904576,0,0.648649923,Grace Period,1,0
